Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [g/km],Emissions HC [g/km],Emissions NOx [g/km],Emissions HC+NOx [g/km],Emissions Particulates [g/km],
FORD,"Focus, Model Year Post 2010¼",1.8 Duratec (125PS) 3/5 Door Saloon,M5,1798,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,167,1796,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus, Model Year Post 2010¼",1.8 Duratec (125PS) Estate,M5,1798,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,167,1796,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratec (145PS) 3/5 Door Saloon,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,169,1823,4,71.0,0.501,0.084,0.040,,,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratec (145PS) Estate,M5,1999,Petrol,9.8,5.4,7.1,28.8,52.3,39.8,169,1823,4,71.0,0.501,0.084,0.040,,,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratec (145PS) 5 Door Saloon,A4,1999,Petrol,11.2,6.1,8.0,25.2,46.3,35.3,189,2055,4,71.0,0.509,0.087,0.061,,,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratec (145PS) Estate,A4,1999,Petrol,11.2,6.1,8.0,25.2,46.3,35.3,189,2055,4,71.0,0.509,0.087,0.061,,,
FORD,"Focus, Model Year Post 2010¼",2.5 Duratec ST (225PS) 3/5 Door Saloon,M6,2521,Petrol,13.8,6.8,9.3,20.5,41.5,30.4,224,2387,4,74.0,0.456,0.066,0.030,,,
FORD,"Focus, Model Year Post 2010¼",2.5 Duratec RS (305PS) 3 Door Saloon,M6,2521,Petrol,13.4,7.0,9.4,21.1,40.4,30.1,225,2410,4,75.0,0.508,0.094,0.062,,,
FORD,"Focus, Model Year Post 2010¼",2.5 Duratec RS500 (350PS) 3 Door Saloon,M6,2521,Petrol,14.0,7.5,9.9,20.2,37.7,28.5,235,2546,4,75.0,0.508,0.094,0.062,,,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratorq TDCi (90PS) 5 Door Saloon (ECO),M5,1560,Diesel,5.0,3.4,4.0,56.5,83.1,70.6,104,1074,4,69.0,0.329,,0.162,0.182,0.002,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratorq TDCi (109PS) 5 Door Saloon (ECO),M5,1560,Diesel,5.0,3.4,4.0,56.5,83.1,70.6,104,1074,4,70.0,0.329,,0.162,0.182,0.002,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratorq TDCi (109PS) Estate (ECO),M5,1560,Diesel,5.0,3.4,4.0,56.5,83.1,70.6,104,1074,4,70.0,0.329,,0.162,0.182,0.002,
FORD,"Focus, Model Year Post 2010¼",1.6 Duratorq TDCi (109PS) 5 Door Saloon (ECO Start-Stop),M5,1560,Diesel,4.5,3.4,3.8,62.8,83.1,74.3,99,1021,4,70.0,0.291,,0.163,0.181,0.003,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratorq TDCi (136PS) 3/5 Door Saloon,M6,1997,Diesel,7.0,4.5,5.5,40.4,62.8,51.4,144,1475,4,72.0,0.257,,0.140,0.167,0.020,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratorq TDCi (136PS) Estate,M6,1997,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,147,1505,4,72.0,0.257,,0.140,0.167,0.020,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratorq TDCi (136PS) 3/5 Door Saloon (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1557,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus, Model Year Post 2010¼",2.0 Duratorq TDCi (136PS) Estate (+DPF),A6,1997,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1557,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus C-Max, Model Year Post 2009¼",1.6 Duratec (100PS),M5,1596,Petrol,8.9,5.7,6.9,31.7,49.6,40.9,164,1774,4,71.0,0.547,0.072,0.050,,,
FORD,"Focus C-Max, Model Year Post 2009¼",1.8 Duratec (125PS),M5,1798,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,169,1823,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus C-Max, Model Year Post 2009¼",1.8 Duratec Flexi-Fuel (125PS),M5,1798,Petrol / E85 (Flex Fuel),9.6,5.6,7.1,29.4,50.4,39.8,169,1055,4,71.0,0.413,0.081,0.034,,,
FORD,"Focus C-Max, Model Year Post 2009¼",2.0 Duratec (145PS),M5,1999,Petrol,9.9,5.5,7.2,28.5,51.4,39.2,171,1851,4,71.0,0.501,0.084,0.040,,,
FORD,"Focus C-Max, Model Year Post 2009¼",2.0 Duratec (145PS),A4,1999,Petrol,11.2,6.2,8.0,25.2,45.6,35.3,189,2055,4,71.0,0.509,0.087,0.061,,,
FORD,"Focus C-Max, Model Year Post 2009¼",1.6 Duratorq TDCi (90PS),M5,1560,Diesel,5.8,3.7,4.5,48.7,76.3,62.8,119,1207,4,71.0,0.178,,0.205,0.221,0.019,
FORD,"Focus C-Max, Model Year Post 2009¼",1.6 Duratorq TDCi (109PS),M5,1560,Diesel,5.8,3.7,4.5,48.7,76.3,62.8,119,1207,4,70.0,0.186,,0.188,0.208,0.002,
FORD,"Focus C-Max, Model Year Post 2009¼",1.8 Duratorq TDCi (115PS),M5,1753,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,143,1450,4,71.0,0.346,,0.246,0.290,0.012,
FORD,"Focus C-Max, Model Year Post 2009¼",2.0 Duratorq TDCi (110PS) (+DPF),A6,1997,Diesel,8.0,4.8,5.9,35.3,58.9,47.9,159,1583,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Focus C-Max, Model Year Post 2009¼",2.0 Duratorq TDCi (136PS),M6,1997,Diesel,7.3,4.7,5.7,38.7,60.1,49.6,149,1529,4,72.0,0.257,,0.140,0.167,0.020,
FORD,"Focus C-Max, Model Year Post 2009¼",2.0 Duratorq TDCi (136PS) (+DPF),M6,1997,Diesel,7.3,4.7,5.7,38.7,60.1,49.6,149,1529,4,72.0,0.056,,0.208,0.220,0.003,
FORD,"Focus C-Max, Model Year Post 2009¼",2.0 Duratorq TDCi (136PS) (+DPF),A6,1997,Diesel,8.0,4.8,5.9,35.3,58.9,47.9,159,1583,4,68.0,0.049,,0.202,0.211,0.001,
FORD,"Kuga, Model Year Pre 2010¾",2.5 Duratec (200PS),A5-AWD,2521,Petrol,14.6,7.8,10.3,19.3,36.2,27.4,244,2648,4,72.0,0.245,0.061,0.017,,,
FORD,"Kuga, Model Year Pre 2010¾",2.5 Duratec (200PS),M6-AWD,2521,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,234,2546,4,70.0,0.322,0.052,0.029,,,
FORD,"Kuga, Model Year Pre 2010¾",2.0 Duratorq TDCi (136PS) (+DPF),M6,1997,Diesel,7.7,5.1,6.1,36.7,55.4,46.3,159,1638,4,72.0,0.068,,0.220,0.236,0.001,
FORD,"Kuga, Model Year Pre 2010¾",2.0 Duratorq TDCi (136PS) (+DPF),M6-AWD,1997,Diesel,8.1,5.4,6.4,34.9,52.3,44.1,169,1719,4,72.0,0.068,,0.220,0.236,0.001,
FORD,"Kuga, Model Year Post 2010¾",2.5 Duratec (200PS),A5-AWD,2521,Petrol,14.6,7.8,10.3,19.3,36.2,27.4,244,2648,4,72.0,0.245,0.061,0.017,,,
FORD,"Kuga, Model Year Post 2010¾",2.5 Duratec (200PS),M6-AWD,2521,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,234,2546,4,70.0,0.322,0.052,0.029,,,
FORD,"Mondeo, Model Year Pre 2010",1.6 Duratec (110PS) Saloon,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Pre 2010",1.6 Duratec (110PS) Estate,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Pre 2010",1.6 Duratec (125PS) Saloon,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Pre 2010",1.6 Duratec (125PS) Estate,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratec (145PS) Saloon,M5,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,189,2027,4,72.0,0.506,0.064,0.052,,,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratec (145PS) Estate,M5,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,189,2027,4,72.0,0.506,0.064,0.052,,,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratec Flexi-Fuel (145PS) Saloon,M5,1999,Petrol / E85 (Flex Fuel),11.2,6.0,7.9,25.2,47.1,35.8,189,1173,4,72.0,0.399,0.034,0.026,,,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratec Flexi-Fuel (145PS) Estate,M5,1999,Petrol / E85 (Flex Fuel),11.2,6.0,7.9,25.2,47.1,35.8,189,1173,4,72.0,0.399,0.034,0.026,,,
FORD,"Mondeo, Model Year Pre 2010",2.3 Duratec (160PS) Saloon,A6,2261,Petrol,13.8,6.7,9.3,20.5,42.2,30.4,223,2387,4,70.0,0.476,0.057,0.063,,,
FORD,"Mondeo, Model Year Pre 2010",2.3 Duratec (160PS) Estate,A6,2261,Petrol,13.8,6.7,9.3,20.5,42.2,30.4,223,2387,4,70.0,0.476,0.057,0.063,,,
FORD,"Mondeo, Model Year Pre 2010",2.5 Duratec (220PS) Saloon,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,2387,4,71.0,0.374,0.058,0.024,,,
FORD,"Mondeo, Model Year Pre 2010",2.5 Duratec (220PS) Estate,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,2387,4,71.0,0.374,0.058,0.024,,,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (100PS) Saloon,M5,1753,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1505,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (100PS) Estate,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1529,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (125PS) Saloon,M5,1753,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1505,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (125PS) Estate,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1529,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (125PS) Saloon,M6,1753,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1557,4,69.0,0.344,,0.226,0.256,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (125PS) Estate,M6,1753,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1583,4,69.0,0.344,,0.226,0.256,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (125PS) Saloon (ECO),M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1423,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Pre 2010",1.8 Duratorq TDCi (125PS) Estate (ECO),M5,1753,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1450,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratorq TDCI (115PS) Saloon (ECO),M6,1997,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1396,4,71.0,0.136,,0.150,0.164,0.000,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratorq TDCI (115PS) Estate (ECO),M6,1997,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1396,4,71.0,0.136,,0.150,0.164,0.000,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) Saloon,M6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1583,4,71.0,0.255,,0.237,0.267,0.001,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) Estate,M6,1997,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1583,4,71.0,0.255,,0.237,0.267,0.001,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) Saloon,A6,1997,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,187,1905,4,70.0,0.026,,0.216,0.222,0.000,
FORD,"Mondeo, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) Estate,A6,1997,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,187,1905,4,70.0,0.026,,0.216,0.222,0.000,
FORD,"Mondeo, Model Year Pre 2010",2.2 Duratorq TDCi (175PS) Saloon,M6,2179,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,165,1663,4,70.0,0.263,,0.220,0.261,0.002,
FORD,"Mondeo, Model Year Pre 2010",2.2 Duratorq TDCi (175PS) Estate ,M6,2179,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,165,1663,4,70.0,0.263,,0.220,0.261,0.002,
FORD,"Mondeo, Model Year Post 2010",1.6 Duratec (110PS) Saloon,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Post 2010",1.6 Duratec (110PS) Estate,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Post 2010",1.6 Duratec (125PS) Saloon,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Post 2010",1.6 Duratec (125PS) Estate,M5,1596,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,170,1851,4,72.0,0.576,0.095,0.061,,,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratec (145PS) Saloon,M5,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,189,2027,4,72.0,0.506,0.064,0.052,,,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratec (145PS) Estate,M5,1999,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,189,2027,4,72.0,0.506,0.064,0.052,,,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratec Flexi-Fuel (145PS) Saloon,M5,1999,Petrol / E85 (Flex Fuel),11.2,6.0,7.9,25.2,47.1,35.8,189,1173,4,72.0,0.399,0.034,0.026,,,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratec Flexi-Fuel (145PS) Estate,M5,1999,Petrol / E85 (Flex Fuel),11.2,6.0,7.9,25.2,47.1,35.8,189,1173,4,72.0,0.399,0.034,0.026,,,
FORD,"Mondeo, Model Year Post 2010",2.3 Duratec (160PS) Saloon,A6,2261,Petrol,13.8,6.7,9.3,20.5,42.2,30.4,223,2387,4,70.0,0.513,0.058,0.041,,,
FORD,"Mondeo, Model Year Post 2010",2.3 Duratec (160PS) Estate,A6,2261,Petrol,13.8,6.7,9.3,20.5,42.2,30.4,223,2387,4,70.0,0.513,0.058,0.041,,,
FORD,"Mondeo, Model Year Post 2010",2.5 Duratec (220PS) Saloon,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,2387,4,71.0,0.374,0.058,0.024,,,
FORD,"Mondeo, Model Year Post 2010",2.5 Duratec (220PS) Estate,M6,2521,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,222,2387,4,71.0,0.374,0.058,0.024,,,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (100PS) Saloon,M5,1753,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1505,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (100PS) Estate,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1529,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratorq TDCI (115PS) Saloon (ECO),M6,1997,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1396,4,71.0,0.136,,0.150,0.164,0.000,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratorq TDCI (115PS) Estate (ECO),M6,1997,Diesel,6.6,4.4,5.2,42.8,64.2,54.3,139,1396,4,71.0,0.136,,0.150,0.164,0.000,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (125PS) Saloon,M5,1753,Diesel,7.3,4.6,5.6,38.7,61.4,50.4,149,1505,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (125PS) Estate,M5,1753,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,151,1529,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (125PS) Saloon,M6,1753,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1557,4,69.0,0.344,,0.226,0.256,0.023,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (125PS) Estate,M6,1753,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,156,1583,4,69.0,0.344,,0.226,0.256,0.023,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (125PS) Saloon (ECO),M5,1753,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,139,1423,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Post 2010",1.8 Duratorq TDCi (125PS) Estate (ECO),M5,1753,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,142,1450,4,69.0,0.275,,0.235,0.258,0.023,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratorq TDCi (140PS) Saloon,M6,1997,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1557,4,71.0,0.255,,0.237,0.267,0.001,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratorq TDCi (140PS) Estate,M6,1997,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,154,1557,4,71.0,0.255,,0.237,0.267,0.001,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratorq TDCi (140PS) Saloon,A6,1997,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,187,1905,4,70.0,0.026,,0.216,0.222,0.000,
FORD,"Mondeo, Model Year Post 2010",2.0 Duratorq TDCi (140PS) Estate,A6,1997,Diesel,9.7,5.5,7.1,29.1,51.4,39.8,187,1905,4,70.0,0.026,,0.216,0.222,0.000,
FORD,"Mondeo, Model Year Post 2010",2.2 Duratorq TDCi (175PS) Saloon,M6,2179,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,165,1663,4,70.0,0.263,,0.220,0.261,0.002,
FORD,"Mondeo, Model Year Post 2010",2.2 Duratorq TDCi (175PS) Estate,M6,2179,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,165,1663,4,70.0,0.263,,0.220,0.261,0.002,
FORD,"S-Max, Model Year Pre 2010",2.0 Duratec (145PS),M5,1999,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,194,2079,4,72.0,0.506,0.064,0.052,,,
FORD,"S-Max, Model Year Pre 2010",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol / E85 (Flex Fuel),11.0,6.4,8.1,25.7,44.1,34.9,194,1204,4,72.0,0.749,0.057,0.020,,,
FORD,"S-Max, Model Year Pre 2010",2.3 Duratec (160PS),A6,2261,Petrol,13.7,7.4,9.7,20.6,38.2,29.1,232,2493,4,70.0,0.476,0.057,0.063,,,
FORD,"S-Max, Model Year Pre 2010",2.5 Duratec (220PS),M6,2521,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,2410,4,72.0,0.374,0.058,0.024,,,
FORD,"S-Max, Model Year Pre 2010",1.8 Duratorq TDCi (125PS),M5,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1663,4,70.0,0.585,,0.299,0.339,0.023,
FORD,"S-Max, Model Year Pre 2010",1.8 Duratorq TDCi (125PS),M6,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1663,4,70.0,0.502,,0.267,0.320,0.032,
FORD,"S-Max, Model Year Pre 2010",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,159,1610,4,71.0,0.242,,0.291,0.324,0.036,
FORD,"S-Max, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) (+DPF),M6,1997,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,159,1610,4,71.0,0.242,,0.302,0.326,0.001,
FORD,"S-Max, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934,4,70.0,0.028,,0.302,0.308,0.001,
FORD,"S-Max, Model Year Pre 2010",2.2 Duratorq TDCi (175PS),M6,2179,Diesel,8.9,5.2,6.6,31.7,54.3,42.8,174,1772,4,70.0,0.243,,0.275,0.320,0.000,
FORD,"S-Max, Model Year Post 2010",2.0 Duratec (145PS),M5,1999,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,194,2079,4,72.0,0.506,0.064,0.052,,,
FORD,"S-Max, Model Year Post 2010",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol / E85 (Flex Fuel),11.0,6.4,8.1,25.7,44.1,34.9,194,1204,4,72.0,0.749,0.057,0.020,,,
FORD,"S-Max, Model Year Post 2010",2.3 Duratec (160PS),A6,2261,Petrol,13.7,7.4,9.7,20.6,38.2,29.1,232,2493,4,70.0,0.513,0.058,0.041,,,
FORD,"S-Max, Model Year Post 2010",2.5 Duratec (220PS),M6,2521,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,2410,4,72.0,0.374,0.058,0.024,,,
FORD,"S-Max, Model Year Post 2010",1.8 Duratorq TDCi (125PS),M5,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1663,4,70.0,0.585,,0.299,0.339,0.023,
FORD,"S-Max, Model Year Post 2010",1.8 Duratorq TDCi (125PS),M6,1753,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,164,1663,4,70.0,0.502,,0.267,0.320,0.032,
FORD,"S-Max, Model Year Post 2010",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,159,1610,4,71.0,0.242,,0.291,0.324,0.036,
FORD,"S-Max, Model Year Post 2010",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934,4,70.0,0.028,,0.302,0.308,0.001,
FORD,"S-Max, Model Year Post 2010",2.2 Duratorq TDCi (175PS) (+DPF),M6,2179,Diesel,8.9,5.2,6.6,31.7,54.3,42.8,174,1772,4,70.0,0.243,,0.275,0.320,0.000,
FORD,"New S-Max, Model Year Post 2011¼",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934,4,70.0,0.028,,0.302,0.308,0.001,
FORD,"New S-Max, Model Year Post 2011¼",2.2 Duratorq TDCi (175PS) (+DPF),M6,2179,Diesel,8.9,5.2,6.6,31.7,54.3,42.8,174,1772,4,70.0,0.243,,0.275,0.320,0.000,
FORD,"Galaxy, Model Year Pre 2010",2.0 Duratec (145PS),M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,2109,4,72.0,0.506,0.064,0.052,,,
FORD,"Galaxy, Model Year Pre 2010",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol / E85 (Flex Fuel),11.2,6.5,8.2,25.2,43.5,34.4,197,1221,4,72.0,0.749,0.057,0.020,,,
FORD,"Galaxy, Model Year Pre 2010",2.3 Duratec (160PS),A6,2261,Petrol,13.8,7.5,9.8,20.5,37.7,28.8,235,2519,4,70.0,0.476,0.057,0.063,,,
FORD,"Galaxy, Model Year Pre 2010",1.8 Duratorq TDCi (100PS),M5,1753,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,165,1663,4,70.0,0.585,,0.299,0.339,0.023,
FORD,"Galaxy, Model Year Pre 2010",1.8 Duratorq TDCi (125PS),M5,1753,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,165,1663,4,70.0,0.585,,0.299,0.339,0.023,
FORD,"Galaxy, Model Year Pre 2010",1.8 Duratorq TDCi (125PS),M6,1753,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,166,1693,4,70.0,0.502,,0.267,0.320,0.032,
FORD,"Galaxy, Model Year Pre 2010",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,159,1610,4,71.0,0.242,,0.291,0.324,0.036,
FORD,"Galaxy, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) (+DPF),M6,1997,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,159,1610,4,71.0,0.242,,0.302,0.326,0.001,
FORD,"Galaxy, Model Year Pre 2010",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934,4,70.0,0.028,,0.302,0.308,0.001,
FORD,"Galaxy, Model Year Pre 2010",2.2 Duratorq TDCi (175PS),M6,2179,Diesel,9.1,5.3,6.7,31.0,53.3,42.2,179,1797,4,70.0,0.243,,0.275,0.320,0.003,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratec (145PS),M5,1999,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,197,2109,4,72.0,0.506,0.064,0.052,,,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratec Flexi-Fuel (145PS),M5,1999,Petrol / E85 (Flex Fuel),11.2,6.5,8.2,25.2,43.5,34.4,197,1221,4,72.0,0.749,0.057,0.020,,,
FORD,"Galaxy, Model Year Post 2010",2.3 Duratec (160PS),A6,2261,Petrol,13.8,7.5,9.8,20.5,37.7,28.8,235,2519,4,70.0,0.513,0.058,0.041,,,
FORD,"Galaxy, Model Year Post 2010",1.8 Duratorq TDCi (100PS),M5,1753,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,165,1663,4,70.0,0.585,,0.299,0.339,0.023,
FORD,"Galaxy, Model Year Post 2010",1.8 Duratorq TDCi (125PS),M5,1753,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,165,1663,4,70.0,0.585,,0.299,0.339,0.023,
FORD,"Galaxy, Model Year Post 2010",1.8 Duratorq TDCi (125PS),M6,1753,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,166,1693,4,70.0,0.502,,0.267,0.320,0.032,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq TDCi (140PS),M6,1997,Diesel,7.7,5.0,6.0,36.7,56.5,47.1,159,1610,4,71.0,0.242,,0.291,0.324,0.036,
FORD,"Galaxy, Model Year Post 2010",2.0 Duratorq TDCi (140PS) (+DPF),A6,1997,Diesel,9.7,5.7,7.2,29.1,49.6,39.2,189,1934,4,70.0,0.028,,0.302,0.308,0.001,
